submission_id,submitted_at,enumerator_id,site_id,province,territory,beneficiary_uid,hh_size,sex_head,age_head,item_kit_type,qty,distribution_date
SUB0604,2025-02-20,EN001,SITE_GOM,North Kivu,Goma,BEN0604,3,Female,56,NFI_KIT_B,1,2025-02-20
SUB0605,2025-06-12,EN002,SITE_MAS,North Kivu,Masisi,BEN0605,2,Male,37,NFI_KIT_A,1,2025-06-12
SUB0606,2025-06-25,EN002,SITE_RUT,North Kivu,Rutshuru,BEN0606,10,Female,31,NFI_KIT_B,1,2025-06-25
SUB0607,2025-03-12,EN003,SITE_GOM,North Kivu,Goma,BEN0607,2,Male,34,NFI_KIT_B,1,2025-03-12
SUB0608,2025-02-04,EN002,SITE_MAS,North Kivu,Masisi,BEN0608,8,Female,25,NFI_KIT_A,1,2025-02-04
SUB0609,2025-05-15,EN005,SITE_RUT,North Kivu,Rutshuru,BEN0609,10,Female,58,NFI_KIT_A,1,2025-05-15
SUB0610,2025-05-26,EN002,SITE_MAS,North Kivu,Masisi,BEN0610,9,Female,37,NFI_KIT_A,1,2025-05-26
SUB0611,2025-06-13,EN005,SITE_GOM,North Kivu,Goma,BEN0611,9,Male,62,NFI_KIT_A,1,2025-06-13
SUB0612,2025-03-17,EN004,SITE_GOM,North Kivu,Goma,BEN0612,9,Male,52,NFI_KIT_A,1,2025-03-17
SUB0613,2025-06-13,EN002,SITE_GOM,North Kivu,Goma,BEN0613,7,Male,38,NFI_KIT_B,1,2025-06-13
SUB0614,2025-04-26,EN001,SITE_MAS,North Kivu,Masisi,BEN0614,10,Male,33,NFI_KIT_B,1,2025-04-26
SUB0615,2025-01-11,EN005,SITE_NYI,North Kivu,Nyiragongo,BEN0615,10,Male,20,NFI_KIT_B,1,2025-01-11
SUB0616,2025-06-07,EN003,SITE_RUT,North Kivu,Rutshuru,BEN0616,6,Female,28,NFI_KIT_A,1,2025-06-07
SUB0617,2025-01-29,EN004,SITE_GOM,North Kivu,Goma,BEN0617,10,Female,37,NFI_KIT_B,1,2025-01-29
SUB0618,2025-03-18,EN002,SITE_MAS,North Kivu,Masisi,BEN0618,7,Female,21,NFI_KIT_B,1,2025-03-18
SUB0619,2025-04-24,EN004,SITE_GOM,North Kivu,Goma,BEN0619,8,Female,36,NFI_KIT_A,1,2025-04-24
SUB0620,2025-03-07,EN004,SITE_GOM,North Kivu,Goma,BEN0620,1,Female,31,NFI_KIT_A,1,2025-03-07
SUB0621,2025-05-06,EN003,SITE_MAS,North Kivu,Masisi,BEN0621,2,Female,37,NFI_KIT_A,1,2025-05-06
SUB0622,2025-06-03,EN001,SITE_MAS,North Kivu,Masisi,BEN0622,5,Female,64,NFI_KIT_A,1,2025-06-03
SUB0623,2025-05-17,EN004,SITE_MAS,North Kivu,Masisi,BEN0623,1,Female,37,NFI_KIT_A,1,2025-05-17
SUB0624,2025-05-24,EN004,SITE_NYI,North Kivu,Nyiragongo,BEN0624,6,Male,23,NFI_KIT_B,1,2025-05-24
SUB0625,2025-03-14,EN001,SITE_NYI,North Kivu,Nyiragongo,BEN0625,8,Female,20,NFI_KIT_A,1,2025-03-14
SUB0626,2025-03-03,EN004,SITE_RUT,North Kivu,Rutshuru,BEN0626,6,Male,68,NFI_KIT_A,1,2025-03-03
SUB0627,2025-04-21,EN005,SITE_RUT,North Kivu,Rutshuru,BEN0627,5,Female,67,NFI_KIT_B,1,2025-04-21
SUB0628,2025-04-11,EN002,SITE_GOM,North Kivu,Goma,BEN0628,1,Female,42,NFI_KIT_B,1,2025-04-11
SUB0629,2025-03-30,EN001,SITE_MAS,North Kivu,Masisi,BEN0629,7,Male,61,NFI_KIT_A,1,2025-03-30
SUB0630,2025-01-30,EN005,SITE_RUT,North Kivu,Rutshuru,BEN0630,8,Male,25,NFI_KIT_A,1,2025-01-30
SUB0631,2025-05-17,EN002,SITE_MAS,North Kivu,Masisi,BEN0631,5,Female,50,NFI_KIT_A,1,2025-05-17
SUB0632,2025-05-30,EN005,SITE_MAS,North Kivu,Masisi,BEN0632,4,Female,46,NFI_KIT_A,1,2025-05-30
SUB0633,2025-02-22,EN002,SITE_MAS,North Kivu,Masisi,BEN0633,3,Male,65,NFI_KIT_B,1,2025-02-22
SUB0634,2025-02-13,EN005,SITE_GOM,North Kivu,Goma,BEN0634,7,Female,38,NFI_KIT_A,1,2025-02-13
SUB0635,2025-01-26,EN004,SITE_MAS,North Kivu,Masisi,BEN0635,7,Male,62,NFI_KIT_B,1,2025-01-26
SUB0636,2025-03-18,EN005,SITE_GOM,North Kivu,Goma,BEN0636,9,Female,24,NFI_KIT_A,1,2025-03-18
SUB0637,2025-06-15,EN005,SITE_RUT,North Kivu,Rutshuru,BEN0637,10,Female,18,NFI_KIT_B,1,2025-06-15
SUB0638,2025-04-16,EN005,SITE_MAS,North Kivu,Masisi,BEN0638,2,Male,61,NFI_KIT_A,1,2025-04-16
SUB0639,2025-05-13,EN004,SITE_GOM,North Kivu,Goma,BEN0639,8,Female,26,NFI_KIT_A,1,2025-05-13
SUB0640,2025-03-13,EN005,SITE_MAS,North Kivu,Masisi,BEN0640,4,Male,19,NFI_KIT_A,1,2025-03-13
SUB0641,2025-06-11,EN003,SITE_NYI,North Kivu,Nyiragongo,BEN0641,1,Female,49,NFI_KIT_B,1,2025-06-11
SUB0642,2025-05-01,EN003,SITE_NYI,North Kivu,Nyiragongo,BEN0642,3,Female,19,NFI_KIT_B,1,2025-05-01
SUB0643,2025-02-24,EN001,SITE_NYI,North Kivu,Nyiragongo,BEN0643,6,Male,37,NFI_KIT_B,1,2025-02-24
SUB0644,2025-05-15,EN001,SITE_RUT,North Kivu,Rutshuru,BEN0644,2,Female,55,NFI_KIT_A,1,2025-05-15
SUB0645,2025-02-09,EN003,SITE_MAS,North Kivu,Masisi,BEN0645,10,Male,37,NFI_KIT_A,1,2025-02-09
SUB0646,2025-05-18,EN003,SITE_GOM,North Kivu,Goma,BEN0646,5,Female,57,NFI_KIT_B,1,2025-05-18
SUB0647,2025-05-05,EN002,SITE_NYI,North Kivu,Nyiragongo,BEN0647,5,Male,41,NFI_KIT_A,1,2025-05-05
SUB0648,2025-06-14,EN001,SITE_GOM,North Kivu,Goma,BEN0648,9,Male,34,NFI_KIT_A,1,2025-06-14
SUB0649,2025-01-25,EN005,SITE_GOM,North Kivu,Goma,BEN0649,9,Male,44,NFI_KIT_A,1,2025-01-25
SUB0650,2025-06-07,EN004,SITE_GOM,North Kivu,Goma,BEN0650,2,Female,39,NFI_KIT_A,1,2025-06-07
SUB0651,2025-06-21,EN004,SITE_GOM,North Kivu,Goma,BEN0651,3,Female,61,NFI_KIT_A,1,2025-06-21
SUB0652,2025-05-11,EN005,SITE_RUT,North Kivu,Rutshuru,BEN0652,9,Male,30,NFI_KIT_B,1,2025-05-11
SUB0653,2025-03-27,EN003,SITE_MAS,North Kivu,Masisi,BEN0653,2,Male,58,NFI_KIT_A,1,2025-03-27
SUB0654,2025-02-04,EN001,SITE_MAS,North Kivu,Masisi,BEN0654,9,Male,45,NFI_KIT_B,1,2025-02-04
SUB0655,2025-04-28,EN002,SITE_GOM,North Kivu,Goma,BEN0655,10,Male,53,NFI_KIT_B,1,2025-04-28
SUB0656,2025-04-06,EN002,SITE_MAS,North Kivu,Masisi,BEN0656,8,Female,50,NFI_KIT_B,1,2025-04-06
SUB0657,2025-03-19,EN005,SITE_GOM,North Kivu,Goma,BEN0657,7,Female,49,NFI_KIT_B,1,2025-03-19
SUB0658,2025-04-19,EN003,SITE_GOM,North Kivu,Goma,BEN0658,5,Male,45,NFI_KIT_A,1,2025-04-19
SUB0659,2025-02-28,EN001,SITE_GOM,North Kivu,Goma,BEN0659,2,Female,21,NFI_KIT_B,1,2025-02-28
SUB0660,2025-04-03,EN005,SITE_RUT,North Kivu,Rutshuru,BEN0660,4,Male,54,NFI_KIT_B,1,2025-04-03
SUB0661,2025-05-24,EN004,SITE_NYI,North Kivu,Nyiragongo,BEN0661,6,Male,53,NFI_KIT_A,1,2025-05-24
SUB0662,2025-03-18,EN005,SITE_NYI,North Kivu,Nyiragongo,BEN0662,3,Male,23,NFI_KIT_B,1,2025-03-18
SUB0663,2025-02-04,EN002,SITE_NYI,North Kivu,Nyiragongo,BEN0663,6,Male,57,NFI_KIT_A,1,2025-02-04
SUB0664,2025-05-16,EN002,SITE_MAS,North Kivu,Masisi,BEN0664,2,Female,24,NFI_KIT_B,1,2025-05-16
SUB0665,2025-01-19,EN004,SITE_GOM,North Kivu,Goma,BEN0665,10,Female,37,NFI_KIT_B,1,2025-01-19
SUB0666,2025-06-18,EN002,SITE_RUT,North Kivu,Rutshuru,BEN0666,2,Male,35,NFI_KIT_A,1,2025-06-18
SUB0667,2025-01-13,EN003,SITE_NYI,North Kivu,Nyiragongo,BEN0667,9,Male,49,NFI_KIT_B,1,2025-01-13
SUB0668,2025-01-22,EN004,SITE_GOM,North Kivu,Goma,BEN0668,10,Male,21,NFI_KIT_A,1,2025-01-22
SUB0669,2025-03-24,EN001,SITE_GOM,North Kivu,Goma,BEN0669,2,Female,30,NFI_KIT_B,1,2025-03-24
SUB0670,2025-01-02,EN004,SITE_NYI,North Kivu,Nyiragongo,BEN0670,8,Female,20,NFI_KIT_B,1,2025-01-02
SUB0671,2025-06-09,EN004,SITE_MAS,North Kivu,Masisi,BEN0671,10,Female,63,NFI_KIT_A,1,2025-06-09
SUB0672,2025-05-16,EN004,SITE_GOM,North Kivu,Goma,BEN0672,6,Male,64,NFI_KIT_B,1,2025-05-16
SUB0673,2025-03-28,EN004,SITE_MAS,North Kivu,Masisi,BEN0673,4,Female,60,NFI_KIT_A,1,2025-03-28
SUB0674,2025-05-14,EN003,SITE_MAS,North Kivu,Masisi,BEN0674,1,Male,35,NFI_KIT_B,1,2025-05-14
SUB0675,2025-02-25,EN001,SITE_GOM,North Kivu,Goma,BEN0675,6,Male,22,NFI_KIT_A,1,2025-02-25
SUB0676,2025-01-19,EN004,SITE_MAS,North Kivu,Masisi,BEN0676,10,Female,59,NFI_KIT_A,1,2025-01-19
SUB0677,2025-06-08,EN004,SITE_NYI,North Kivu,Nyiragongo,BEN0677,2,Male,35,NFI_KIT_B,1,2025-06-08
SUB0678,2025-06-27,EN004,SITE_GOM,North Kivu,Goma,BEN0678,6,Female,44,NFI_KIT_B,1,2025-06-27
SUB0679,2025-03-26,EN002,SITE_GOM,North Kivu,Goma,BEN0679,5,Male,27,NFI_KIT_A,1,2025-03-26
SUB0680,2025-04-04,EN004,SITE_RUT,North Kivu,Rutshuru,BEN0680,4,Female,32,NFI_KIT_B,1,2025-04-04
SUB0681,2025-04-16,EN004,SITE_RUT,North Kivu,Rutshuru,BEN0681,4,Male,42,NFI_KIT_B,1,2025-04-16
SUB0682,2025-01-26,EN001,SITE_MAS,North Kivu,Masisi,BEN0682,6,Male,53,NFI_KIT_B,1,2025-01-26
SUB0683,2025-01-16,EN001,SITE_GOM,North Kivu,Goma,BEN0683,1,Male,21,NFI_KIT_B,1,2025-01-16
SUB0684,2025-02-14,EN002,SITE_RUT,North Kivu,Rutshuru,BEN0684,7,Male,45,NFI_KIT_A,1,2025-02-14
SUB0685,2025-01-16,EN005,SITE_MAS,North Kivu,Masisi,BEN0685,8,Male,18,NFI_KIT_B,1,2025-01-16
SUB0686,2025-02-27,EN005,SITE_NYI,North Kivu,Nyiragongo,BEN0686,8,Male,40,NFI_KIT_B,1,2025-02-27
SUB0687,2025-06-27,EN002,SITE_MAS,North Kivu,Masisi,BEN0687,4,Male,49,NFI_KIT_A,1,2025-06-27
SUB0688,2025-05-04,EN001,SITE_NYI,North Kivu,Nyiragongo,BEN0688,7,Female,47,NFI_KIT_A,1,2025-05-04
SUB0689,2025-06-27,EN001,SITE_NYI,North Kivu,Nyiragongo,BEN0689,6,Male,38,NFI_KIT_B,1,2025-06-27
SUB0690,2025-04-07,EN001,SITE_NYI,North Kivu,Nyiragongo,BEN0690,5,Male,58,NFI_KIT_A,1,2025-04-07
SUB0691,2025-05-17,EN002,SITE_MAS,North Kivu,Masisi,BEN0691,8,Male,51,NFI_KIT_A,1,2025-05-17
SUB0692,2025-02-28,EN004,SITE_NYI,North Kivu,Nyiragongo,BEN0692,7,Female,27,NFI_KIT_B,1,2025-02-28
SUB0693,2025-02-12,EN004,SITE_GOM,North Kivu,Goma,BEN0693,9,Male,45,NFI_KIT_B,1,2025-02-12
SUB0694,2025-02-03,EN004,SITE_RUT,North Kivu,Rutshuru,BEN0694,1,Male,19,NFI_KIT_A,1,2025-02-03
SUB0695,2025-01-15,EN005,SITE_GOM,North Kivu,Goma,BEN0695,1,Female,46,NFI_KIT_A,1,2025-01-15
SUB0696,2025-02-27,EN002,SITE_MAS,North Kivu,Masisi,BEN0696,3,Female,65,NFI_KIT_B,1,2025-02-27
SUB0697,2025-03-13,EN002,SITE_MAS,North Kivu,Masisi,BEN0697,6,Male,49,NFI_KIT_B,1,2025-03-13
SUB0698,2025-04-13,EN003,SITE_GOM,North Kivu,Goma,BEN0698,10,Female,59,NFI_KIT_B,1,2025-04-13
SUB0699,2025-03-09,EN003,SITE_NYI,North Kivu,Nyiragongo,BEN0699,2,Female,31,NFI_KIT_B,1,2025-03-09
SUB0700,2025-04-23,EN001,SITE_MAS,North Kivu,Masisi,BEN0700,10,Male,57,NFI_KIT_A,1,2025-04-23
SUB0701,2025-04-20,EN001,SITE_RUT,North Kivu,Rutshuru,BEN0701,9,Male,60,NFI_KIT_A,1,2025-04-20
SUB0702,2025-02-25,EN003,SITE_GOM,North Kivu,Goma,BEN0702,2,Male,37,NFI_KIT_A,1,2025-02-25
SUB0703,2025-05-21,EN002,SITE_MAS,North Kivu,Masisi,BEN0703,6,Male,58,NFI_KIT_A,1,2025-05-21
SUB0704,2025-03-15,EN002,SITE_MAS,North Kivu,Masisi,BEN0704,9,Female,70,NFI_KIT_B,1,2025-03-15
SUB0705,2025-05-26,EN005,SITE_RUT,North Kivu,Rutshuru,BEN0705,2,Female,65,NFI_KIT_A,1,2025-05-26
SUB0706,2025-01-07,EN003,SITE_GOM,North Kivu,Goma,BEN0706,5,Male,61,NFI_KIT_A,1,2025-01-07
SUB0707,2025-02-05,EN003,SITE_NYI,North Kivu,Nyiragongo,BEN0707,5,Male,65,NFI_KIT_A,1,2025-02-05
SUB0708,2025-02-10,EN005,SITE_GOM,North Kivu,Goma,BEN0708,1,Male,45,NFI_KIT_A,1,2025-02-10
SUB0709,2025-03-01,EN004,SITE_NYI,North Kivu,Nyiragongo,BEN0709,2,Female,53,NFI_KIT_B,1,2025-03-01
SUB0710,2025-05-10,EN002,SITE_MAS,North Kivu,Masisi,BEN0710,5,Male,43,NFI_KIT_A,1,2025-05-10
SUB0711,2025-02-14,EN003,SITE_NYI,North Kivu,Nyiragongo,BEN0711,10,Female,51,NFI_KIT_B,1,2025-02-14
SUB0712,2025-05-07,EN005,SITE_RUT,North Kivu,Rutshuru,BEN0712,4,Male,28,NFI_KIT_A,1,2025-05-07
SUB0713,2025-06-19,EN004,SITE_RUT,North Kivu,Rutshuru,BEN0713,9,Female,44,NFI_KIT_A,1,2025-06-19
SUB0714,2025-01-24,EN003,SITE_GOM,North Kivu,Goma,BEN0714,6,Male,68,NFI_KIT_B,1,2025-01-24
SUB0715,2025-01-12,EN001,SITE_NYI,North Kivu,Nyiragongo,BEN0715,2,Male,38,NFI_KIT_A,1,2025-01-12
SUB0716,2025-06-19,EN005,SITE_RUT,North Kivu,Rutshuru,BEN0716,5,Male,56,NFI_KIT_A,1,2025-06-19
SUB0717,2025-02-25,EN003,SITE_NYI,North Kivu,Nyiragongo,BEN0717,1,Female,39,NFI_KIT_B,1,2025-02-25
SUB0718,2025-02-09,EN005,SITE_GOM,North Kivu,Goma,BEN0718,3,Male,48,NFI_KIT_B,1,2025-02-09
SUB0719,2025-02-01,EN002,SITE_RUT,North Kivu,Rutshuru,BEN0719,5,Female,43,NFI_KIT_B,1,2025-02-01
SUB0720,2025-06-23,EN002,SITE_NYI,North Kivu,Nyiragongo,BEN0720,1,Male,43,NFI_KIT_B,1,2025-06-23
SUB0721,2025-03-08,EN003,SITE_NYI,North Kivu,Nyiragongo,BEN0721,3,Male,65,NFI_KIT_B,1,2025-03-08
SUB0722,2025-02-03,EN001,SITE_RUT,North Kivu,Rutshuru,BEN0722,4,Female,67,NFI_KIT_B,1,2025-02-03
SUB0723,2025-03-29,EN001,SITE_NYI,North Kivu,Nyiragongo,BEN0723,5,Female,28,NFI_KIT_B,1,2025-03-29
SUB0724,2025-05-13,EN001,SITE_MAS,North Kivu,Masisi,BEN0724,10,Male,50,NFI_KIT_A,1,2025-05-13
SUB0725,2025-01-05,EN002,SITE_GOM,North Kivu,Goma,BEN0725,5,Male,44,NFI_KIT_A,1,2025-01-05
SUB0726,2025-01-21,EN002,SITE_GOM,North Kivu,Goma,BEN0726,6,Female,67,NFI_KIT_A,1,2025-01-21
SUB0727,2025-06-05,EN004,SITE_GOM,North Kivu,Goma,BEN0727,6,Male,46,NFI_KIT_B,1,2025-06-05
SUB0728,2025-02-05,EN005,SITE_NYI,North Kivu,Nyiragongo,BEN0728,10,Female,50,NFI_KIT_A,1,2025-02-05
SUB0729,2025-01-06,EN001,SITE_RUT,North Kivu,Rutshuru,BEN0729,4,Female,22,NFI_KIT_B,1,2025-01-06
SUB0730,2025-05-12,EN001,SITE_MAS,North Kivu,Masisi,BEN0730,9,Male,63,NFI_KIT_A,1,2025-05-12
SUB0731,2025-05-25,EN005,SITE_NYI,North Kivu,Nyiragongo,BEN0731,9,Female,41,NFI_KIT_A,1,2025-05-25
SUB0732,2025-05-09,EN001,SITE_NYI,North Kivu,Nyiragongo,BEN0732,10,Male,30,NFI_KIT_B,1,2025-05-09
SUB0733,2025-03-30,EN001,SITE_GOM,North Kivu,Goma,BEN0733,5,Female,31,NFI_KIT_B,1,2025-03-30
SUB0734,2025-02-15,EN004,SITE_NYI,North Kivu,Nyiragongo,BEN0734,8,Male,27,NFI_KIT_A,1,2025-02-15
SUB0735,2025-01-04,EN001,SITE_RUT,North Kivu,Rutshuru,BEN0735,9,Male,69,NFI_KIT_B,1,2025-01-04
SUB0736,2025-01-11,EN004,SITE_NYI,North Kivu,Nyiragongo,BEN0736,9,Female,18,NFI_KIT_B,1,2025-01-11
SUB0737,2025-05-30,EN003,SITE_GOM,North Kivu,Goma,BEN0737,4,Female,29,NFI_KIT_B,1,2025-05-30
SUB0738,2025-03-09,EN004,SITE_GOM,North Kivu,Goma,BEN0738,8,Female,55,NFI_KIT_A,1,2025-03-09
SUB0739,2025-06-23,EN004,SITE_GOM,North Kivu,Goma,BEN0739,10,Male,26,NFI_KIT_A,1,2025-06-23
SUB0740,2025-03-22,EN002,SITE_MAS,North Kivu,Masisi,BEN0740,1,Male,19,NFI_KIT_A,1,2025-03-22
SUB0741,2025-03-01,EN004,SITE_GOM,North Kivu,Goma,BEN0741,4,Female,70,NFI_KIT_B,1,2025-03-01
SUB0742,2025-02-07,EN002,SITE_MAS,North Kivu,Masisi,BEN0742,10,Female,42,NFI_KIT_A,1,2025-02-07
SUB0743,2025-01-14,EN003,SITE_NYI,North Kivu,Nyiragongo,BEN0743,5,Female,22,NFI_KIT_A,1,2025-01-14
SUB0744,2025-04-15,EN003,SITE_RUT,North Kivu,Rutshuru,BEN0744,10,Female,64,NFI_KIT_A,1,2025-04-15
SUB0745,2025-05-23,EN001,SITE_GOM,North Kivu,Goma,BEN0745,7,Male,20,NFI_KIT_A,1,2025-05-23
SUB0746,2025-04-20,EN004,SITE_RUT,North Kivu,Rutshuru,BEN0746,1,Male,29,NFI_KIT_A,1,2025-04-20
SUB0747,2025-02-23,EN002,SITE_MAS,North Kivu,Masisi,BEN0747,2,Female,66,NFI_KIT_B,1,2025-02-23
SUB0748,2025-05-04,EN001,SITE_GOM,North Kivu,Goma,BEN0748,5,Female,69,NFI_KIT_A,1,2025-05-04
SUB0749,2025-03-02,EN004,SITE_MAS,North Kivu,Masisi,BEN0749,9,Female,54,NFI_KIT_B,1,2025-03-02
SUB0750,2025-01-07,EN002,SITE_NYI,North Kivu,Nyiragongo,BEN0750,2,Male,52,NFI_KIT_A,1,2025-01-07
SUB0751,2025-04-17,EN004,SITE_RUT,North Kivu,Rutshuru,BEN0751,7,Female,58,NFI_KIT_B,1,2025-04-17
SUB0752,2025-04-06,EN004,SITE_GOM,North Kivu,Goma,BEN0752,5,Male,52,NFI_KIT_A,1,2025-04-06
SUB0753,2025-02-08,EN002,SITE_GOM,North Kivu,Goma,BEN0753,10,Female,62,NFI_KIT_A,1,2025-02-08
SUB0754,2025-05-03,EN005,SITE_MAS,North Kivu,Masisi,BEN0754,1,Female,20,NFI_KIT_A,1,2025-05-03
SUB0755,2025-03-07,EN004,SITE_GOM,North Kivu,Goma,BEN0755,4,Female,20,NFI_KIT_B,1,2025-03-07
SUB0756,2025-04-28,EN001,SITE_MAS,North Kivu,Masisi,BEN0756,3,Male,35,NFI_KIT_B,1,2025-04-28
SUB0757,2025-03-29,EN002,SITE_RUT,North Kivu,Rutshuru,BEN0757,6,Female,37,NFI_KIT_B,1,2025-03-29
SUB0758,2025-06-07,EN002,SITE_GOM,North Kivu,Goma,BEN0758,9,Male,27,NFI_KIT_B,1,2025-06-07
SUB0759,2025-03-31,EN004,SITE_NYI,North Kivu,Nyiragongo,BEN0759,2,Female,39,NFI_KIT_A,1,2025-03-31
SUB0760,2025-02-16,EN005,SITE_RUT,North Kivu,Rutshuru,BEN0760,3,Male,51,NFI_KIT_B,1,2025-02-16
SUB0761,2025-05-31,EN004,SITE_MAS,North Kivu,Masisi,BEN0761,8,Female,31,NFI_KIT_B,1,2025-05-31
SUB0762,2025-03-14,EN001,SITE_MAS,North Kivu,Masisi,BEN0762,8,Female,33,NFI_KIT_A,1,2025-03-14
SUB0763,2025-04-25,EN003,SITE_RUT,North Kivu,Rutshuru,BEN0763,6,Male,24,NFI_KIT_B,1,2025-04-25
SUB0764,2025-03-30,EN001,SITE_NYI,North Kivu,Nyiragongo,BEN0764,3,Male,53,NFI_KIT_B,1,2025-03-30
SUB0765,2025-01-11,EN002,SITE_NYI,North Kivu,Nyiragongo,BEN0765,6,Female,58,NFI_KIT_B,1,2025-01-11
SUB0766,2025-01-16,EN005,SITE_MAS,North Kivu,Masisi,BEN0766,6,Male,64,NFI_KIT_B,1,2025-01-16
SUB0767,2025-04-02,EN002,SITE_MAS,North Kivu,Masisi,BEN0767,5,Male,61,NFI_KIT_B,1,2025-04-02
SUB0768,2025-03-16,EN003,SITE_NYI,North Kivu,Nyiragongo,BEN0768,1,Male,27,NFI_KIT_B,1,2025-03-16
SUB0769,2025-06-14,EN003,SITE_MAS,North Kivu,Masisi,BEN0769,3,Female,45,NFI_KIT_A,1,2025-06-14
SUB0770,2025-01-19,EN002,SITE_GOM,North Kivu,Goma,BEN0770,5,Male,36,NFI_KIT_B,1,2025-01-19
SUB0771,2025-06-23,EN004,SITE_RUT,North Kivu,Rutshuru,BEN0771,3,Male,43,NFI_KIT_A,1,2025-06-23
SUB0772,2025-06-09,EN005,SITE_GOM,North Kivu,Goma,BEN0772,6,Female,30,NFI_KIT_A,1,2025-06-09
SUB0773,2025-03-20,EN002,SITE_GOM,North Kivu,Goma,BEN0773,10,Male,32,NFI_KIT_A,1,2025-03-20
SUB0774,2025-03-21,EN005,SITE_MAS,North Kivu,Masisi,BEN0774,6,Male,45,NFI_KIT_A,1,2025-03-21
SUB0775,2025-04-12,EN005,SITE_RUT,North Kivu,Rutshuru,BEN0775,3,Male,67,NFI_KIT_A,1,2025-04-12
SUB0776,2025-06-29,EN002,SITE_NYI,North Kivu,Nyiragongo,BEN0776,7,Male,49,NFI_KIT_A,1,2025-06-29
SUB0777,2025-05-09,EN001,SITE_NYI,North Kivu,Nyiragongo,BEN0777,6,Male,43,NFI_KIT_A,1,2025-05-09
SUB0778,2025-03-05,EN004,SITE_RUT,North Kivu,Rutshuru,BEN0778,6,Female,43,NFI_KIT_A,1,2025-03-05
SUB0779,2025-01-19,EN002,SITE_NYI,North Kivu,Nyiragongo,BEN0779,5,Female,57,NFI_KIT_B,1,2025-01-19
SUB0780,2025-04-08,EN005,SITE_NYI,North Kivu,Nyiragongo,BEN0780,2,Female,59,NFI_KIT_A,1,2025-04-08
SUB0781,2025-03-22,EN003,SITE_MAS,North Kivu,Masisi,BEN0781,10,Female,53,NFI_KIT_B,1,2025-03-22
SUB0782,2025-02-07,EN004,SITE_RUT,North Kivu,Rutshuru,BEN0782,8,Female,21,NFI_KIT_B,1,2025-02-07
SUB0783,2025-05-14,EN004,SITE_RUT,North Kivu,Rutshuru,BEN0783,4,Female,54,NFI_KIT_A,1,2025-05-14
SUB0784,2025-01-07,EN003,SITE_RUT,North Kivu,Rutshuru,BEN0784,10,Male,56,NFI_KIT_A,1,2025-01-07
SUB0785,2025-04-02,EN003,SITE_NYI,North Kivu,Nyiragongo,BEN0785,6,Male,62,NFI_KIT_B,1,2025-04-02
SUB0786,2025-01-09,EN003,SITE_NYI,North Kivu,Nyiragongo,BEN0786,6,Male,64,NFI_KIT_A,1,2025-01-09
SUB0787,2025-04-26,EN001,SITE_GOM,North Kivu,Goma,BEN0787,2,Female,32,NFI_KIT_A,1,2025-04-26
SUB0788,2025-03-02,EN005,SITE_RUT,North Kivu,Rutshuru,BEN0788,2,Female,54,NFI_KIT_A,1,2025-03-02
SUB0789,2025-02-14,EN002,SITE_MAS,North Kivu,Masisi,BEN0789,4,Male,28,NFI_KIT_A,1,2025-02-14
SUB0790,2025-04-09,EN001,SITE_NYI,North Kivu,Nyiragongo,BEN0790,9,Male,26,NFI_KIT_B,1,2025-04-09
SUB0791,2025-04-08,EN003,SITE_RUT,North Kivu,Rutshuru,BEN0791,3,Female,38,NFI_KIT_B,1,2025-04-08
SUB0792,2025-01-10,EN003,SITE_RUT,North Kivu,Rutshuru,BEN0792,2,Male,20,NFI_KIT_A,1,2025-01-10
SUB0793,2025-04-25,EN002,SITE_GOM,North Kivu,Goma,BEN0793,1,Female,32,NFI_KIT_B,1,2025-04-25
SUB0794,2025-06-07,EN002,SITE_RUT,North Kivu,Rutshuru,BEN0794,4,Male,38,NFI_KIT_A,1,2025-06-07
SUB0795,2025-01-20,EN001,SITE_MAS,North Kivu,Masisi,BEN0795,3,Female,57,NFI_KIT_B,1,2025-01-20
SUB0796,2025-01-12,EN001,SITE_MAS,North Kivu,Masisi,BEN0796,3,Female,33,NFI_KIT_B,1,2025-01-12
SUB0797,2025-06-29,EN003,SITE_NYI,North Kivu,Nyiragongo,BEN0797,6,Male,59,NFI_KIT_B,1,2025-06-29
SUB0798,2025-04-10,EN001,SITE_GOM,North Kivu,Goma,BEN0798,2,Male,27,NFI_KIT_A,1,2025-04-10
SUB0799,2025-06-05,EN005,SITE_GOM,North Kivu,Goma,BEN0799,1,Female,54,NFI_KIT_A,1,2025-06-05
SUB0800,2025-04-14,EN003,SITE_GOM,North Kivu,Goma,BEN0800,4,Male,26,NFI_KIT_B,1,2025-04-14
SUB0801,2025-02-07,EN002,SITE_MAS,North Kivu,Masisi,BEN0801,5,Male,52,NFI_KIT_A,1,2025-02-07
SUB0802,2025-03-23,EN002,SITE_MAS,North Kivu,Masisi,BEN0802,9,Female,34,NFI_KIT_B,1,2025-03-23
SUB0803,2025-06-01,EN002,SITE_RUT,North Kivu,Rutshuru,BEN0803,2,Male,36,NFI_KIT_A,1,2025-06-01
SUB0804,2025-04-27,EN004,SITE_NYI,North Kivu,Nyiragongo,BEN0804,8,Female,22,NFI_KIT_A,1,2025-04-27
SUB0805,2025-05-22,EN004,SITE_MAS,North Kivu,Masisi,BEN0805,5,Male,43,NFI_KIT_A,1,2025-05-22
